stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
50000,"""MEMORIAL AT MEMORIAL COURT""",41.996647,-71.532057,2354815,08:05:00,08:05:00,1,0,87,http://www.ripta.com/87,Saturday
50005,"""MEMORIAL NS BOURDON""",41.997183,-71.532826,2354815,08:05:00,08:05:00,2,0,87,http://www.ripta.com/87,Saturday
50010,"""MASON OPP 10TH""",41.998104,-71.533026,2354815,08:06:00,08:06:00,3,0,87,http://www.ripta.com/87,Saturday
50020,"""FAIRMOUNT FS 9TH""",42.000652,-71.532874,2354815,08:07:00,08:07:00,4,0,87,http://www.ripta.com/87,Saturday
50025,"""FAIRMOUNT NS 6TH""",42.001057,-71.531029,2354815,08:08:00,08:08:00,5,0,87,http://www.ripta.com/87,Saturday
50030,"""FAIRMOUNT FS 5TH""",42.001352,-71.529429,2354815,08:08:00,08:08:00,6,0,87,http://www.ripta.com/87,Saturday
50035,"""FAIRMOUNT FS 4TH""",42.001593,-71.528376,2354815,08:09:00,08:09:00,7,0,87,http://www.ripta.com/87,Saturday
50040,"""SECOND FS CHESTNUT""",42.003147,-71.527377,2354815,08:10:00,08:10:00,8,0,87,http://www.ripta.com/87,Saturday
50045,"""SECOND AT 525 SECOND ST""",42.004927,-71.528058,2354815,08:10:00,08:10:00,9,0,87,http://www.ripta.com/87,Saturday
50055,"""SECOND NS RIVER""",42.006383,-71.528139,2354815,08:11:00,08:11:00,10,0,87,http://www.ripta.com/87,Saturday
50060,"""RIVER FS 2ND""",42.006678,-71.527245,2354815,08:11:00,08:11:00,11,0,87,http://www.ripta.com/87,Saturday
50065,"""RIVER OPP BLACKSTONE""",42.00487,-71.523894,2354815,08:12:00,08:12:00,12,0,87,http://www.ripta.com/87,Saturday
50070,"""VERRY OPP YMCA""",42.004491,-71.520467,2354815,08:12:00,08:12:00,13,0,87,http://www.ripta.com/87,Saturday
50075,"""RAILROAD NS ARNOLD""",42.004529,-71.517853,2354815,08:13:00,08:13:00,14,0,87,http://www.ripta.com/87,Saturday
