stop_lat,stop_code,stop_lon,stop_id,stop_url,parent_station,stop_desc,stop_name,location_type,zone_id
41.867494,,-71.377351,29610,,,,SCHOOL OPP ENGLEWOOD,0,
41.880154,,-71.378611,23295,,,,BROADWAY NS EXCHANGE,0,
41.883684,,-71.438612,23290,,,,RT 246 FS COBBLE HILL RD,0,
41.657862,,-71.451207,3835,,,,MAIN NS UNION,0,
41.88568,,-71.363992,23475,,,,CENTRAL NS MENDON,0,
41.886124,,-71.36156,23470,,,,CENTRAL NS YORK,0,
41.874759,,-71.504445,22470,,,,ESMOND NS PENBRYN,0,
41.684489,,-71.520432,4470,,,,COWESETT NS ASHTON,0,
41.874846,,-71.396269,22475,,,,MINERAL SPRING NS FRANKLIN,0,
41.443701,,-71.483301,455,,,,WAKEFIELD MALL,0,
41.707645,,-71.398002,5995,,,,WARWICK OPP WAGUAGONET,0,
41.663975,,-71.273758,4030,,,,HOPE OPP BURTON,0,
41.718418,,-71.268787,6795,,,,METACOM AT 611 METACOM,0,
41.66539,,-71.450107,4035,,,,POST FS LADD,0,
41.710708,,-71.523058,5990,,,,MAIN NS POTTER,0,
41.790143,,-71.403085,11575,,,,EDDY BETWEEN CAROLINA & NEW YORK,0,
41.876934,,-71.377349,22670,,,,WALCOTT NS ARLINGTON,0,
41.789832,,-71.459942,11570,,,,CRANSTON FS FLORIDA,0,
41.483611,,-71.555325,50675,,,,KINGSTOWN FS OPP WATSON,0,
41.789009,,-71.4567,11375,,,,DYER AT 830 DYER,0,
41.846855,,-71.486811,19385,,,,GEORGE WATERMAN AT 225 GEORGE WATERMAN,0,
42.004529,,-71.517853,50075,,,,RAILROAD NS ARNOLD,0,
41.73032,,-71.282474,7520,,,,MAIN NS CHILD,0,
42.004491,,-71.520467,50070,,,,VERRY OPP YMCA,0,
41.730023,,-71.406395,7525,,,,WARWICK OPP GLENDALE,0,
41.845721,,-71.401215,19410,,,,CAMP FS WOODBINE,0,
41.440945,,-71.493886,370,,,,MAIN OPP CLEVELAND,0,
41.699454,,-71.460283,55755,,,,GREENWICH AVE NS CENTREVILLE RD,0,
41.842857,,-71.440066,19145,,,,EATON NS RIVER,0,
41.441236,,-71.490843,375,,,,MAIN NS CHAPPELL,0,
41.845408,,-71.396726,19415,,,,HOPE FS LEWIS,0,
41.842981,,-71.422351,19140,,,,ADMIRAL NS PUMGANSETT,0,
41.475633,,-71.435242,890,,,,BOSTON NECK AT 904 BOSTON NECK,0,
42.000997,,-71.517546,55935,,,,RIVER FS SAYLES,0,
41.84566,,-71.418898,19365,,,,CHARLES FS SILVER SPRING,0,
41.796294,,-71.482183,55240,,,,PLAINFIELD OPP CLEMENCE,0,
41.844946,,-71.355637,19360,,,,WILSON NS SELDEN,0,
41.82586,,-71.457306,16665,,,,MANTON AT 505 MANTON,0,
41.997548,,-71.520522,25725,,,,S MAIN NS PLEASANT,0,
41.84839,,-71.438948,56595,,,,RIVER NS ADMIRAL,0,
41.933622,,-71.427038,56225,,,,MENDON OPP ORA MURPHY,0,
41.8447,,-71.433022,56590,,,,HUXLEY OPP VENTURA,0,
41.710697,,-71.495083,6140,,,,TOLLGATE AT 979 TOLLGATE,0,
41.440996,,-71.494115,395,,,,MAIN FS CLEVELAND,0,
41.74189,,-71.309984,8175,,,,COUNTY OPP BODY NATURAL FITNESS,0,
41.842653,,-71.445407,19080,,,,SMITH NS ACADEMY,0,
41.870803,,-71.368968,22015,,,,COLUMBUS NS HAZARD,0,
41.717994,,-71.281076,6780,,,,MAIN NS BRADFORD,0,
41.892446,,-71.35787,23870,,,,BENEFIT NS EMORY,0,
41.718528,,-71.401908,6785,,,,WARWICK OPP GREYLAWN,0,
41.781779,,-71.440252,10975,,,,RESERVOIR NS HIGH SCHOOL AVE,0,
41.892541,,-71.364545,23875,,,,BENEFIT NS MENDON,0,
41.690328,,-71.56613,4725,,,,MAIN OPP SHOPPERS PARK,0,
41.523402,,-71.298232,2300,,,,W MAIN NS VALLEY,0,
41.709644,,-71.397882,58230,,,,WARWICK OPP 2485 WARWICK AVE,0,
41.808316,,-71.442276,13610,,,,UNION NS ATWOOD,0,
41.692572,,-71.521039,4720,,,,MAIN AT 1527 MAIN,0,
41.800081,,-71.412539,58260,,,,PRAIRIE NS GALLUP,0,
41.537851,,-71.29239,59280,,,,BROWNS LANE NS BENNYS,0,
41.70783,,-71.522455,5845,,,,MAIN FS PROVIDENCE ST,0,
41.839673,,-71.438354,27140,,,,SMITH NS WYNDHAM,0,
41.847354,,-71.415255,19700,,,,SILVER SPRING NS BRANCH,0,
41.707471,,-71.451533,5840,,,,POST OPP VAUGHAN,0,
41.525923,,-71.297526,2335,,,,W MAIN NS CHASES,0,
41.786644,,-71.364138,11285,,,,PAWTUCKET OPP VILLAGE GREEN,0,
41.832088,,-71.455393,17620,,,,CHALKSTONE FS SISSON,0,
41.833946,,-71.578733,17625,,,,DANIELSON PIKE AT SCITUATE HARDWARE,0,
41.983986,,-71.518439,60125,,,,RT 146A OPP N SMITHFIELD POLICE STATION,0,
41.708382,,-71.266637,5885,,,,METACOM NS SAN FRANCISCO,0,
41.860168,,-71.468757,21115,,,,MINERAL SPRING OPP SUNSET,0,
41.654053,,-71.454768,3745,,,,MAIN NS THIRD,0,
41.391049,,-71.471978,57260,,,,OCEAN MIDBLOCK BURNSIDE,0,
41.654247,,-71.454834,3740,,,,MAIN NS THIRD,0,
41.883147,,-71.40033,56045,,,,LONSDALE NS BARBER,0,
41.687673,,-71.522418,4620,,,,MAIN NS NESTOR,0,
41.708961,,-71.450704,5915,,,,POST NS POTTERS,0,
41.764708,,-71.360851,55800,,,,BULLOCKS POINT NS RIVER,0,
41.807773,,-71.342212,13535,,,,WARREN NS HIGHLAND,0,
41.687968,,-71.26227,4625,,,,METACOM NS CHESTNUT,0,
41.877121,,-71.347952,22700,,,,ARMISTICE NS HYDE,0,
41.850683,,-71.434419,19965,,,,DOUGLAS NS EASTON,0,
41.824027,,-71.432963,16240,,,,ATWELLS NS KNIGHT,0,
41.823057,,-71.432161,16241,,,,KNIGHT BETWEEN SWISS & GESSLER,0,
41.826121,,-71.458792,16710,,,,MANTON NS RARITAN,0,
41.52401,,-71.4648,2275,,,,RT 1 FS SHERMANTOWN,0,
41.888024,,-71.353617,57660,,,,CENTRAL FS NEWPORT,0,
41.875303,,-71.433898,22495,,,,CHARLES OPP MINER,0,
