stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2394630,17:04:00,17:04:00,1,1,10,http://www.ripta.com/10,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2394630,17:06:00,17:06:00,2,1,10,http://www.ripta.com/10,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2394630,17:08:00,17:08:00,3,1,10,http://www.ripta.com/10,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2394630,17:10:00,17:10:00,4,1,10,http://www.ripta.com/10,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2394630,17:11:00,17:11:00,5,1,10,http://www.ripta.com/10,Weekday
15825,"""SABIN OPP EMPIRE""",41.822903,-71.417834,2394630,17:11:00,17:11:00,6,1,10,http://www.ripta.com/10,Weekday
15770,"""BROADWAY NS SVC RD 8""",41.822323,-71.419121,2394630,17:12:00,17:12:00,7,1,10,http://www.ripta.com/10,Weekday
15650,"""BROADWAY NS DEAN""",41.821588,-71.422239,2394630,17:12:00,17:12:00,8,1,10,http://www.ripta.com/10,Weekday
55735,"""BROADWAY FS PALLAS""",41.821039,-71.424375,2394630,17:13:00,17:13:00,9,1,10,http://www.ripta.com/10,Weekday
15395,"""BROADWAY NS VINTON""",41.820262,-71.427737,2394630,17:13:00,17:13:00,10,1,10,http://www.ripta.com/10,Weekday
15305,"""BROADWAY FS KNIGHT""",41.819787,-71.429695,2394630,17:14:00,17:14:00,11,1,10,http://www.ripta.com/10,Weekday
15060,"""BROADWAY NS ALMY""",41.818961,-71.433246,2394630,17:14:00,17:14:00,12,1,10,http://www.ripta.com/10,Weekday
15495,"""HARTFORD AT 985 HARTFORD""",41.821078,-71.480976,2394630,17:26:00,17:26:00,13,1,10,http://www.ripta.com/10,Weekday
15680,"""HARTFORD OPP BORDEN""",41.82196,-71.483927,2394630,17:26:00,17:26:00,14,1,10,http://www.ripta.com/10,Weekday
15750,"""HARTFORD NS DIX""",41.822457,-71.486691,2394630,17:27:00,17:27:00,15,1,10,http://www.ripta.com/10,Weekday
15960,"""HARTFORD NS TARA""",41.823066,-71.48987,2394630,17:28:00,17:28:00,16,1,10,http://www.ripta.com/10,Weekday
16115,"""HARTFORD AT 1357 HARTFORD AVE""",41.823618,-71.497234,2394630,17:29:00,17:29:00,17,1,10,http://www.ripta.com/10,Weekday
70885,"""HARTFORD AT I-295""",41.82764,-71.51275,2394630,17:31:00,17:31:00,18,1,10,http://www.ripta.com/10,Weekday
17360,"""HARTFORD AT TRINITY CHURCH""",41.830777,-71.528791,2394630,17:33:00,17:33:00,19,1,10,http://www.ripta.com/10,Weekday
17330,"""HARTFORD FS BELFIELD""",41.830358,-71.530992,2394630,17:33:00,17:33:00,20,1,10,http://www.ripta.com/10,Weekday
17275,"""HARTFORD NS RESERVOIR""",41.829486,-71.53711,2394630,17:34:00,17:34:00,21,1,10,http://www.ripta.com/10,Weekday
17420,"""HARTFORD NS EARHART""",41.8312,-71.54323,2394630,17:34:00,17:34:00,22,1,10,http://www.ripta.com/10,Weekday
17300,"""HARTFORD FS CORONA""",41.83186,-71.545336,2394630,17:35:00,17:35:00,23,1,10,http://www.ripta.com/10,Weekday
17790,"""HARTFORD FS BROWN""",41.832796,-71.549487,2394630,17:35:00,17:35:00,24,1,10,http://www.ripta.com/10,Weekday
17960,"""HARTFORD FS PINE GROVE""",41.833226,-71.553395,2394630,17:36:00,17:36:00,25,1,10,http://www.ripta.com/10,Weekday
18025,"""HARTFORD FS 2741 HARTFORD""",41.833562,-71.558359,2394630,17:36:00,17:36:00,26,1,10,http://www.ripta.com/10,Weekday
18150,"""HARTFORD OPP 2828 HARTFORD""",41.834193,-71.561531,2394630,17:36:00,17:36:00,27,1,10,http://www.ripta.com/10,Weekday
