block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_276860,13-52,0,13 WARW. MALL,130005,SE2014-hsep1401-Weekday-02_merged_980032,1990106-SE2014-hsep1401-Weekday-02_merged_991128
b_275136,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1407-Sunday-01_merged_980030,1984628-SE2014-hsep1407-Sunday-01_merged_987787
a_276872,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980022,1990537-SE2014-hsep1401-Weekday-02_merged_980382
b_276913,92-52,0,92 East Side M,920029,SE2014-hsep1401-Weekday-02_merged_980032,1989732-SE2014-hsep1401-Weekday-02_merged_990102
a_276888,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1401-Weekday-02_merged_980022,1990781-SE2014-hsep1401-Weekday-02_merged_981069
a_275047,3-52,1,3A WARWICK AV,30034,SE2014-hsep1406-Saturday-01_merged_980017,1982604-SE2014-hsep1406-Saturday-01_merged_982132
b_276836,18-52,1,18 Union Ave,180023,SE2014-hsep1401-Weekday-02_merged_980032,1989666-SE2014-hsep1401-Weekday-02_merged_988327
b_275130,92-52,0,92 East Side M,920029,SE2014-hsep1407-Sunday-01_merged_980030,1984414-SE2014-hsep1407-Sunday-01_merged_987993
a_276844,92-52,1,XXXXX,920030,SE2014-hsep1401-Weekday-02_merged_980022,1989724-SE2014-hsep1401-Weekday-02_merged_983263
b_275309,28-52,0,28 Providence,280002,SE2014-hsep1406-Saturday-01_merged_980027,1985934-SE2014-hsep1406-Saturday-01_merged_987503
a_275150,71-52,0,71 pawtucket,710003,SE2014-hsep1407-Sunday-01_merged_980020,1984163-SE2014-hsep1407-Sunday-01_merged_983570
a_276875,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980022,1990546-SE2014-hsep1401-Weekday-02_merged_981085
b_275138,51-52,1,51 CHARLES,510012,SE2014-hsep1407-Sunday-01_merged_980030,1984693-SE2014-hsep1407-Sunday-01_merged_985948
b_276866,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980032,1990309-SE2014-hsep1401-Weekday-02_merged_985947
a_276939,58-52,1,58 MIN SPRING,580020,SE2014-hsep1401-Weekday-02_merged_980022,1991312-SE2014-hsep1401-Weekday-02_merged_985610
b_275310,27-52,0,Inbound,270015,SE2014-hsep1406-Saturday-01_merged_980027,1985840-SE2014-hsep1406-Saturday-01_merged_990985
a_276867,21-52,1,21 Reservoir,210012,SE2014-hsep1401-Weekday-02_merged_980022,1990216-SE2014-hsep1401-Weekday-02_merged_982655
b_278781,63-52,1,63 BROADWAY,630025,SE2014-hsem1406-Saturday-01_merged_980034,1996224-SE2014-hsem1406-Saturday-01
b_275057,76-52,1,76 Central Ave,760002,SE2014-hsep1406-Saturday-01_merged_980027,1982979-SE2014-hsep1406-Saturday-01_merged_986986
b_276877,17-52,0,17 Providence,170013,SE2014-hsep1401-Weekday-02_merged_980032,1990636-SE2014-hsep1401-Weekday-02_merged_987647
a_276836,18-52,1,18 Union Ave,180023,SE2014-hsep1401-Weekday-02_merged_980022,1989664-SE2014-hsep1401-Weekday-02_merged_982222
a_276690,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980017,1983789-SE2014-hsep1406-Saturday-01_merged_981714
a_275064,21-52,0,21 Providence,210011,SE2014-hsep1406-Saturday-01_merged_980017,1983085-SE2014-hsep1406-Saturday-01_merged_980661
b_275477,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980029,1986132-SE2014-hsem1401-Weekday-01_merged_990344
a_275124,55-52,1,55 Shaws\PC,550018,SE2014-hsep1407-Sunday-01_merged_980020,1984293-SE2014-hsep1407-Sunday-01_merged_984248
a_276862,21-52,0,21 Providence,210011,SE2014-hsep1401-Weekday-02_merged_980022,1990129-SE2014-hsep1401-Weekday-02_merged_981340
a_276940,78-52,0,78 Providence,780001,SE2014-hsep1401-Weekday-02_merged_980022,1991374-SE2014-hsep1401-Weekday-02_merged_980194
b_275060,13-52,1,13 ARCTIC,130006,SE2014-hsep1406-Saturday-01_merged_980027,1982785-SE2014-hsep1406-Saturday-01_merged_986959
b_275682,50-52,0,50 Providence,500012,SE2014-hsep1406-Saturday-01_merged_980027,1986768-SE2014-hsep1406-Saturday-01_merged_990088
a_276979,29-52,0,29 Kent Co.,290039,SE2014-hsep1401-Weekday-02_merged_980022,1989404-SE2014-hsep1401-Weekday-02_merged_980049
b_275146,57-52,0,57 Providence,570004,SE2014-hsep1407-Sunday-01_merged_980030,1984540-SE2014-hsep1407-Sunday-01_merged_988776
b_275157,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1984994-SE2014-hsep1407-Sunday-01_merged_986810
a_275075,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1406-Saturday-01_merged_980017,1983332-SE2014-hsep1406-Saturday-01_merged_980893
a_276912,34-52,0,34 Providence,340004,SE2014-hsep1401-Weekday-02_merged_980022,1990034-SE2014-hsep1401-Weekday-02_merged_980537
b_276861,21-52,1,Outbound,210020,SE2014-hsep1401-Weekday-02_merged_980032,1990190-SE2014-hsep1401-Weekday-02_merged_989828
b_275056,76-52,1,76 Central Ave,760002,SE2014-hsep1406-Saturday-01_merged_980027,1982987-SE2014-hsep1406-Saturday-01_merged_990770
a_276948,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980022,1991456-SE2014-hsep1401-Weekday-02_merged_983367
a_275124,55-52,1,55 Shaws\PC,550018,SE2014-hsep1407-Sunday-01_merged_980020,1984288-SE2014-hsep1407-Sunday-01_merged_985159
b_275712,52-52,0,52 Providence,520023,SE2014-hsep1407-Sunday-01_merged_980030,1986802-SE2014-hsep1407-Sunday-01_merged_989162
b_276861,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980032,1990291-SE2014-hsep1401-Weekday-02_merged_987441
b_275052,55-52,1,55 FATIMA,550017,SE2014-hsep1406-Saturday-01_merged_980027,1982695-SE2014-hsep1406-Saturday-01_merged_987442
b_275070,31-52,0,31 Providence,310001,SE2014-hsep1406-Saturday-01_merged_980027,1982821-SE2014-hsep1406-Saturday-01_merged_986032
b_276856,55-52,1,55 FATIMA,550017,SE2014-hsep1401-Weekday-02_merged_980032,1989923-SE2014-hsep1401-Weekday-02_merged_987991
b_275478,67-52,0,67 GATEWAY,670011,SE2014-hsem1406-Saturday-01_merged_980034,1986224-SE2014-hsem1406-Saturday-01_merged_987033
b_278779,63-52,1,63 BROADWAY,630025,SE2014-hsem1406-Saturday-01_merged_980034,1996220-SE2014-hsem1406-Saturday-01
b_278776,63-52,1,63 BROADWAY,630025,SE2014-hsem1401-Weekday-01_merged_980029,1996075-SE2014-hsem1401-Weekday-01
a_276801,27-52,0,27 Providence,270011,SE2014-hsep1401-Weekday-02_merged_980022,1991710-SE2014-hsep1401-Weekday-02_merged_983662
b_275310,28-52,1,28 HARTFORD,280003,SE2014-hsep1406-Saturday-01_merged_980027,1985865-SE2014-hsep1406-Saturday-01_merged_988544
a_275477,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980019,1986124-SE2014-hsem1401-Weekday-01_merged_984433
a_275707,66-52,1,66 URI,660009,SE2014-hsep1406-Saturday-01_merged_980017,1986973-SE2014-hsep1406-Saturday-01_merged_981430
b_275134,20-52,0,20 Providence,200006,SE2014-hsep1407-Sunday-01_merged_980030,1984568-SE2014-hsep1407-Sunday-01_merged_987270
b_274810,64-52,0,XXXXX,640024,SE2014-hsem1401-Weekday-01_merged_980029,1978855-SE2014-hsem1401-Weekday-01_merged_989163
a_275475,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980019,1986123-SE2014-hsem1401-Weekday-01_merged_982437
b_276880,17-52,1,17 Dyer,170012,SE2014-hsep1401-Weekday-02_merged_980032,1989315-SE2014-hsep1401-Weekday-02_merged_989571
a_275050,55-52,0,55 Providence,550006,SE2014-hsep1406-Saturday-01_merged_980017,1982685-SE2014-hsep1406-Saturday-01_merged_982602
a_275174,60-52,0,60 Providence,600038,SE2014-hsep1407-Sunday-01_merged_980020,1984863-SE2014-hsep1407-Sunday-01_merged_983339
a_276842,92-52,0,XXXXX,920029,SE2014-hsep1401-Weekday-02_merged_980022,1989765-SE2014-hsep1401-Weekday-02_merged_982999
a_276950,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980022,1991494-SE2014-hsep1401-Weekday-02_merged_985474
a_275716,66-52,1,66 URI,660005,SE2014-hsep1407-Sunday-01_merged_980020,1987009-SE2014-hsep1407-Sunday-01_merged_981045
b_275078,51-52,0,51 PROVIDENCE,510013,SE2014-hsep1406-Saturday-01_merged_980027,1983523-SE2014-hsep1406-Saturday-01_merged_986767
a_276946,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980022,1991490-SE2014-hsep1401-Weekday-02_merged_981046
b_276885,20-52,1,20 Elmwood,200005,SE2014-hsep1401-Weekday-02_merged_980032,1990729-SE2014-hsep1401-Weekday-02_merged_989436
a_276911,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980022,1990043-SE2014-hsep1401-Weekday-02_merged_985549
b_276871,13-52,0,13 WARW. MALL,130005,SE2014-hsep1401-Weekday-02_merged_980032,1990116-SE2014-hsep1401-Weekday-02_merged_989578
a_277001,57-52,0,57 Providence,570004,SE2014-hsep1401-Weekday-02_merged_980022,1992092-SE2014-hsep1401-Weekday-02
a_275091,98-52,1,98 PAWTUCKET AVE,980002,SE2014-hsep1406-Saturday-01_merged_980017,1983679-SE2014-hsep1406-Saturday-01_merged_980117
a_275061,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980017,1982926-SE2014-hsep1406-Saturday-01_merged_983349
b_276852,33-52,1,33 Riverside,330004,SE2014-hsep1401-Weekday-02_merged_980032,1989898-SE2014-hsep1401-Weekday-02_merged_986828
b_275137,20-52,1,20 Elmwood,200005,SE2014-hsep1407-Sunday-01_merged_980030,1984638-SE2014-hsep1407-Sunday-01_merged_988656
a_275054,30-52,1,30 Oaklawn,300015,SE2014-hsep1406-Saturday-01_merged_980017,1982745-SE2014-hsep1406-Saturday-01_merged_980498
a_275067,92-52,1,XXXXX,920030,SE2014-hsep1406-Saturday-01_merged_980017,1983168-SE2014-hsep1406-Saturday-01_merged_980197
a_276879,19-52,0,19 Providence,190047,SE2014-hsep1401-Weekday-02_merged_980022,1990641-SE2014-hsep1401-Weekday-02_merged_984323
b_276819,54-52,0,54 Lincoln,540046,SE2014-hsep1401-Weekday-02_merged_980032,1989533-SE2014-hsep1401-Weekday-02_merged_989627
a_274793,60-52,0,60 Newport,600064,SE2014-hsem1401-Weekday-01_merged_980019,1978807-SE2014-hsem1401-Weekday-01_merged_980834
a_275699,65-52,1,65 Wakefield,650003,SE2014-hsem1401-Weekday-01_merged_980019,1986930-SE2014-hsem1401-Weekday-01_merged_980614
b_276885,20-52,0,20 Providence,200006,SE2014-hsep1401-Weekday-02_merged_980032,1990802-SE2014-hsep1401-Weekday-02_merged_990401
a_276895,51-52,0,51 PROVIDENCE,510010,SE2014-hsep1401-Weekday-02_merged_980022,1991004-SE2014-hsep1401-Weekday-02_merged_980431
a_276876,19-52,1,19 Plainfield,190048,SE2014-hsep1401-Weekday-02_merged_980022,1989367-SE2014-hsep1401-Weekday-02_merged_982063
b_276825,87-52,1,87 Downtown,870001,SE2014-hsep1401-Weekday-02_merged_980032,1989498-SE2014-hsep1401-Weekday-02_merged_987378
b_275072,19-52,0,19 Providence,190047,SE2014-hsep1406-Saturday-01_merged_980027,1983267-SE2014-hsep1406-Saturday-01_merged_989253
b_274804,60-52,0,60 Providence,600038,SE2014-hsem1401-Weekday-01_merged_980029,1978838-SE2014-hsem1401-Weekday-01_merged_988600
b_276893,51-52,0,51 PROVIDENCE,510010,SE2014-hsep1401-Weekday-02_merged_980032,1990946-SE2014-hsep1401-Weekday-02_merged_986064
b_275024,6-52,0,6 Providence,60007,SE2014-hsep1406-Saturday-01_merged_980027,1982520-SE2014-hsep1406-Saturday-01_merged_990398
b_276927,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1401-Weekday-02_merged_980032,1989842-SE2014-hsep1401-Weekday-02_merged_986320
a_276826,6-52,1,6 PRAIRIE,60009,SE2014-hsep1401-Weekday-02_merged_980022,1989576-SE2014-hsep1401-Weekday-02_merged_982554
b_276688,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980027,1983791-SE2014-hsep1406-Saturday-01_merged_989777
a_276828,54-52,1,54 Lincoln,540048,SE2014-hsep1401-Weekday-02_merged_980022,1991021-SE2014-hsep1401-Weekday-02_merged_980044
b_275081,72-52,1,72 Pawtucket,720018,SE2014-hsep1406-Saturday-01_merged_980027,1983477-SE2014-hsep1406-Saturday-01_merged_988834
a_276888,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1401-Weekday-02_merged_980022,1990879-SE2014-hsep1401-Weekday-02_merged_982431
b_277022,1-52,1,1 Eddy St,10024,SE2014-hsep1401-Weekday-02_merged_980032,1992494-SE2014-hsep1401-Weekday-02_merged_988243
b_275310,27-52,0,27 Providence,270010,SE2014-hsep1406-Saturday-01_merged_980027,1985855-SE2014-hsep1406-Saturday-01_merged_988706
b_276886,20-52,1,20 ELMWOOD,200004,SE2014-hsep1401-Weekday-02_merged_980032,1990767-SE2014-hsep1401-Weekday-02_merged_986886
a_276874,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980022,1990484-SE2014-hsep1401-Weekday-02_merged_982272
b_275683,52-52,0,52 Providence,520023,SE2014-hsep1407-Sunday-01_merged_980030,1986812-SE2014-hsep1407-Sunday-01_merged_990319
b_274804,60-52,1,60 Newport,600067,SE2014-hsem1401-Weekday-01_merged_980029,1978840-SE2014-hsem1401-Weekday-01_merged_988925
a_274799,60-52,0,60 Providence,600069,SE2014-hsem1401-Weekday-01_merged_980019,1978804-SE2014-hsem1401-Weekday-01_merged_981126
a_276869,71-52,0,71 pawtucket,710001,SE2014-hsep1401-Weekday-02_merged_980022,1990411-SE2014-hsep1401-Weekday-02_merged_984650
b_276868,76-52,0,76 Pawtucket,760007,SE2014-hsep1401-Weekday-02_merged_980032,1990334-SE2014-hsep1401-Weekday-02_merged_989181
a_276963,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980022,1991948-SE2014-hsep1401-Weekday-02_merged_981860
a_275136,22-52,0,22 Providence,220017,SE2014-hsep1407-Sunday-01_merged_980020,1984592-SE2014-hsep1407-Sunday-01_merged_982610
a_276711,1-52,1,1 Eddy St,10024,SE2014-hsep1406-Saturday-01_merged_980017,1988733-SE2014-hsep1406-Saturday-01_merged_984865
b_275481,67-52,1,67 BELLEVUE,670007,SE2014-hsem1407-Sunday-01_merged_980026,1986289-SE2014-hsem1407-Sunday-01_merged_987306
a_275155,35-52,1,RUMFORD,350002,SE2014-hsep1407-Sunday-01_merged_980020,1984918-SE2014-hsep1407-Sunday-01_merged_982110
b_276895,51-52,0,51 PROVIDENCE,510010,SE2014-hsep1401-Weekday-02_merged_980032,1990980-SE2014-hsep1401-Weekday-02_merged_991192
b_275066,92-52,0,92 East Side M,920029,SE2014-hsep1406-Saturday-01_merged_980027,1983128-SE2014-hsep1406-Saturday-01_merged_987547
b_276842,92-52,0,92 East Side M,920029,SE2014-hsep1401-Weekday-02_merged_980032,1989735-SE2014-hsep1401-Weekday-02_merged_986573
a_276688,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980017,1983781-SE2014-hsep1406-Saturday-01_merged_981389
a_275145,13-52,1,13 ARCTIC,130006,SE2014-hsep1407-Sunday-01_merged_980020,1984796-SE2014-hsep1407-Sunday-01_merged_984727
a_275681,50-52,1,50 Douglas Av,500014,SE2014-hsep1406-Saturday-01_merged_980017,1986743-SE2014-hsep1406-Saturday-01_merged_982186
b_276709,1-52,1,1 Eddy St,10025,SE2014-hsep1406-Saturday-01_merged_980027,1988750-SE2014-hsep1406-Saturday-01_merged_990808
a_275310,27-52,0,27 Providence,270011,SE2014-hsep1406-Saturday-01_merged_980017,1985856-SE2014-hsep1406-Saturday-01_merged_984090
b_275146,57-52,0,57 Providence,570004,SE2014-hsep1407-Sunday-01_merged_980030,1984545-SE2014-hsep1407-Sunday-01_merged_990581
a_275122,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1407-Sunday-01_merged_980020,1984262-SE2014-hsep1407-Sunday-01_merged_981278
b_275059,71-52,0,71 pawtucket,710001,SE2014-hsep1406-Saturday-01_merged_980027,1983019-SE2014-hsep1406-Saturday-01_merged_989068
a_276960,9-52,0,9 Providence,90009,SE2014-hsep1401-Weekday-02_merged_980022,1989472-SE2014-hsep1401-Weekday-02_merged_983581
b_275088,34-52,0,34 Providence,340004,SE2014-hsep1406-Saturday-01_merged_980027,1983632-SE2014-hsep1406-Saturday-01_merged_985892
b_276688,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980027,1983833-SE2014-hsep1406-Saturday-01_merged_990813
b_277027,1-52,1,1 Eddy St,10024,SE2014-hsep1401-Weekday-02_merged_980032,1992475-SE2014-hsep1401-Weekday-02_merged_988777
a_276892,20-52,1,20 Elmwood,200005,SE2014-hsep1401-Weekday-02_merged_980022,1990789-SE2014-hsep1401-Weekday-02_merged_985025
b_276952,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991615-SE2014-hsep1401-Weekday-02_merged_987610
a_275307,28-52,1,28 Providence,280003,SE2014-hsep1406-Saturday-01_merged_980017,1985883-SE2014-hsep1406-Saturday-01_merged_980968
b_276887,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1401-Weekday-02_merged_980032,1990847-SE2014-hsep1401-Weekday-02_merged_989711
a_276868,80-52,0,80 Pawtucket,800006,SE2014-hsep1401-Weekday-02_merged_980022,1990322-SE2014-hsep1401-Weekday-02_merged_981830
a_275132,31-52,1,31 Cranston St,310002,SE2014-hsep1407-Sunday-01_merged_980020,1984486-SE2014-hsep1407-Sunday-01_merged_984278
b_275476,67-52,1,67 BELLEVUE,670007,SE2014-hsem1401-Weekday-01_merged_980029,1986096-SE2014-hsem1401-Weekday-01_merged_986645
a_275079,51-52,1,51 Charles,510011,SE2014-hsep1406-Saturday-01_merged_980017,1983467-SE2014-hsep1406-Saturday-01_merged_985571
a_275478,67-52,0,67 GATEWAY,670012,SE2014-hsem1406-Saturday-01_merged_980024,1986168-SE2014-hsem1406-Saturday-01_merged_980619
b_276709,1-52,1,1 Eddy St,10025,SE2014-hsep1406-Saturday-01_merged_980027,1988754-SE2014-hsep1406-Saturday-01_merged_986332
b_275485,69-52,0,Hill Climber,690001,SE2014-hsem1401-Weekday-01_merged_980029,1986366-SE2014-hsem1401-Weekday-01_merged_988304
a_275025,6-52,0,6 Providence,60007,SE2014-hsep1406-Saturday-01_merged_980017,1982525-SE2014-hsep1406-Saturday-01_merged_984100
a_275681,50-52,0,50 Providence,500012,SE2014-hsep1406-Saturday-01_merged_980017,1986775-SE2014-hsep1406-Saturday-01_merged_984612
a_275683,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980020,1986807-SE2014-hsep1407-Sunday-01_merged_980402
b_276902,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980032,1991101-SE2014-hsep1401-Weekday-02_merged_988532
b_275088,34-52,0,34 Providence,340004,SE2014-hsep1406-Saturday-01_merged_980027,1983622-SE2014-hsep1406-Saturday-01_merged_988552
b_275056,80-52,0,80 Pawtucket,800006,SE2014-hsep1406-Saturday-01_merged_980027,1982938-SE2014-hsep1406-Saturday-01_merged_987242
a_275155,35-52,0,35 Providence,350001,SE2014-hsep1407-Sunday-01_merged_980020,1984922-SE2014-hsep1407-Sunday-01_merged_983396
b_275702,66-52,0,66 providence,660001,SE2014-hsem1401-Weekday-01_merged_980029,1986898-SE2014-hsem1401-Weekday-01_merged_989938
a_275090,98-52,0,98 PAWTUCKET,980001,SE2014-hsep1406-Saturday-01_merged_980017,1983658-SE2014-hsep1406-Saturday-01_merged_980056
a_276715,1-52,0,XXXXX,10008,SE2014-hsep1407-Sunday-01_merged_980020,1988796-SE2014-hsep1407-Sunday-01_merged_980057
b_275139,54-52,0,54 Lincoln,540047,SE2014-hsep1407-Sunday-01_merged_980030,1984697-SE2014-hsep1407-Sunday-01_merged_986717
b_275138,54-52,1,54 Lincoln,540049,SE2014-hsep1407-Sunday-01_merged_980030,1984710-SE2014-hsep1407-Sunday-01_merged_989137
b_275090,98-52,1,98 PAWTUCKET A,980002,SE2014-hsep1406-Saturday-01_merged_980027,1983705-SE2014-hsep1406-Saturday-01_merged_990490
b_276808,27-52,0,27 Providence,270011,SE2014-hsep1401-Weekday-02_merged_980032,1989298-SE2014-hsep1401-Weekday-02_merged_985694
b_275057,71-52,1,71 BROAD ST.,710002,SE2014-hsep1406-Saturday-01_merged_980027,1982964-SE2014-hsep1406-Saturday-01_merged_987053
b_276895,54-52,1,54 Lincoln,540048,SE2014-hsep1401-Weekday-02_merged_980032,1990953-SE2014-hsep1401-Weekday-02_merged_990901
a_276915,4-52,1,Providence,40036,SE2014-hsep1401-Weekday-02_merged_980022,1992156-SE2014-hsep1401-Weekday-02
a_277020,1-52,0,XXXXX,10008,SE2014-hsep1401-Weekday-02_merged_980022,1992505-SE2014-hsep1401-Weekday-02_merged_983995
b_275479,67-52,1,67 BELLEVUE,670007,SE2014-hsem1406-Saturday-01_merged_980034,1986183-SE2014-hsem1406-Saturday-01_merged_989946
b_276853,33-52,0,33 Providence,330003,SE2014-hsep1401-Weekday-02_merged_980032,1989950-SE2014-hsep1401-Weekday-02_merged_987668
a_275074,20-52,1,20 Elmwood,200005,SE2014-hsep1406-Saturday-01_merged_980017,1983358-SE2014-hsep1406-Saturday-01_merged_981244
a_275091,98-52,0,98 PAWTUCKET,980001,SE2014-hsep1406-Saturday-01_merged_980017,1983643-SE2014-hsep1406-Saturday-01_merged_980153
b_276940,98-52,0,98 PAWTUCKET,980001,SE2014-hsep1401-Weekday-02_merged_980032,1991338-SE2014-hsep1401-Weekday-02_merged_987454
a_277023,1-52,0,1 Hope St,10006,SE2014-hsep1401-Weekday-02_merged_980022,1992563-SE2014-hsep1401-Weekday-02_merged_980483
b_275070,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980027,1982895-SE2014-hsep1406-Saturday-01_merged_987536
b_276958,40-52,0,40 Providence,400002,SE2014-hsep1401-Weekday-02_merged_980032,1990434-SE2014-hsep1401-Weekday-02_merged_986002
a_275051,55-52,0,55 Providence,550006,SE2014-hsep1406-Saturday-01_merged_980017,1982726-SE2014-hsep1406-Saturday-01_merged_985293
b_275134,20-52,1,20 Elmwood,200005,SE2014-hsep1407-Sunday-01_merged_980030,1984570-SE2014-hsep1407-Sunday-01_merged_985891
a_275156,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980020,1985052-SE2014-hsep1407-Sunday-01_merged_983845
a_275072,17-52,0,17 Providence,170013,SE2014-hsep1406-Saturday-01_merged_980017,1983283-SE2014-hsep1406-Saturday-01_merged_981088
a_276869,80-52,1,80 Armistice,800002,SE2014-hsep1401-Weekday-02_merged_980022,1990357-SE2014-hsep1401-Weekday-02_merged_983070
b_276948,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991552-SE2014-hsep1401-Weekday-02_merged_986825
a_276869,71-52,1,71 BROAD ST.,710002,SE2014-hsep1401-Weekday-02_merged_980022,1990378-SE2014-hsep1401-Weekday-02_merged_980979
b_276827,6-52,1,6 PRAIRIE,60004,SE2014-hsep1401-Weekday-02_merged_980032,1989543-SE2014-hsep1401-Weekday-02_merged_987206
b_276902,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980032,1991109-SE2014-hsep1401-Weekday-02_merged_990749
a_275090,78-52,1,78 Pawtucket,780015,SE2014-hsep1406-Saturday-01_merged_980017,1983659-SE2014-hsep1406-Saturday-01_merged_983860
a_276912,40-52,1,40 THAYER WAYLAND,400003,SE2014-hsep1401-Weekday-02_merged_980022,1990436-SE2014-hsep1401-Weekday-02_merged_981993
b_276902,72-52,1,72 Pawtucket,720018,SE2014-hsep1401-Weekday-02_merged_980032,1991100-SE2014-hsep1401-Weekday-02_merged_990634
b_275136,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1407-Sunday-01_merged_980030,1984604-SE2014-hsep1407-Sunday-01_merged_989108
a_276828,54-52,0,54 Lincoln,540047,SE2014-hsep1401-Weekday-02_merged_980022,1990961-SE2014-hsep1401-Weekday-02_merged_984618
b_275141,72-52,1,72 Pawtucket,720018,SE2014-hsep1407-Sunday-01_merged_980030,1984727-SE2014-hsep1407-Sunday-01_merged_988649
b_275157,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1985053-SE2014-hsep1407-Sunday-01_merged_987199
b_275162,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1984998-SE2014-hsep1407-Sunday-01_merged_986914
b_275123,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980030,1984287-SE2014-hsep1407-Sunday-01_merged_989806
b_275156,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1985052-SE2014-hsep1407-Sunday-01_merged_989497
b_276884,20-52,1,20 ELMWOOD,200004,SE2014-hsep1401-Weekday-02_merged_980032,1990833-SE2014-hsep1401-Weekday-02_merged_986068
b_275066,92-52,0,92 East Side M,920029,SE2014-hsep1406-Saturday-01_merged_980027,1983143-SE2014-hsep1406-Saturday-01_merged_986560
b_276902,72-52,1,72 Pawtucket,720018,SE2014-hsep1401-Weekday-02_merged_980032,1991117-SE2014-hsep1401-Weekday-02_merged_990573
a_275304,28-52,0,28 Providence,280002,SE2014-hsep1407-Sunday-01_merged_980020,1985800-SE2014-hsep1407-Sunday-01_merged_982715
a_276689,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980017,1983806-SE2014-hsep1406-Saturday-01_merged_982834
a_276952,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980022,1991508-SE2014-hsep1401-Weekday-02_merged_982173
b_276879,17-52,0,17 Providence,170013,SE2014-hsep1401-Weekday-02_merged_980032,1989379-SE2014-hsep1401-Weekday-02_merged_990372
b_275047,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1406-Saturday-01_merged_980027,1982627-SE2014-hsep1406-Saturday-01_merged_991188
b_276863,21-52,1,Outbound,210020,SE2014-hsep1401-Weekday-02_merged_980032,1990259-SE2014-hsep1401-Weekday-02_merged_988703
b_278777,63-52,1,63 BROADWAY,630025,SE2014-hsem1401-Weekday-01_merged_980029,1996170-SE2014-hsem1401-Weekday-01
a_275072,19-52,1,19 Plainfield,190048,SE2014-hsep1406-Saturday-01_merged_980017,1983292-SE2014-hsep1406-Saturday-01_merged_983248
b_275126,30-52,1,30 Oaklawn,300015,SE2014-hsep1407-Sunday-01_merged_980030,1984359-SE2014-hsep1407-Sunday-01_merged_988454
a_275137,20-52,1,20 Elmwood,200005,SE2014-hsep1407-Sunday-01_merged_980020,1984644-SE2014-hsep1407-Sunday-01_merged_985441
b_275062,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980027,1982906-SE2014-hsep1406-Saturday-01_merged_986080
b_275047,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1406-Saturday-01_merged_980027,1982620-SE2014-hsep1406-Saturday-01_merged_991036
