block_id,route_id,direction_id,trip_headsign,shape_id,service_id,trip_id
b_276964,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980032,1991941-SE2014-hsep1401-Weekday-02_merged_987970
b_275481,67-52,0,67 GATEWAY,670011,SE2014-hsem1407-Sunday-01_merged_980026,1986332-SE2014-hsem1407-Sunday-01_merged_990992
a_276895,51-52,1,51 Charles,510011,SE2014-hsep1401-Weekday-02_merged_980022,1991016-SE2014-hsep1401-Weekday-02_merged_980201
b_276690,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980027,1983794-SE2014-hsep1406-Saturday-01_merged_988995
a_275680,52-52,0,52 Providence,520023,SE2014-hsep1406-Saturday-01_merged_980017,1986728-SE2014-hsep1406-Saturday-01_merged_980299
b_276975,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980032,1991511-SE2014-hsep1401-Weekday-02_merged_988891
a_275476,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980019,1986138-SE2014-hsem1401-Weekday-01_merged_981300
a_276869,80-52,0,80 Pawtucket,800006,SE2014-hsep1401-Weekday-02_merged_980022,1990317-SE2014-hsep1401-Weekday-02_merged_985355
b_275073,17-52,0,17 Providence,170013,SE2014-hsep1406-Saturday-01_merged_980027,1983230-SE2014-hsep1406-Saturday-01_merged_991058
a_276836,18-52,0,18 Providence,180021,SE2014-hsep1401-Weekday-02_merged_980022,1989641-SE2014-hsep1401-Weekday-02_merged_981764
b_275063,21-52,1,Outbound,210020,SE2014-hsep1406-Saturday-01_merged_980027,1983115-SE2014-hsep1406-Saturday-01_merged_989287
a_275050,55-52,1,55 FATIMA,550017,SE2014-hsep1406-Saturday-01_merged_980017,1982721-SE2014-hsep1406-Saturday-01_merged_984065
b_275144,13-52,1,13 ARCTIC,130006,SE2014-hsep1407-Sunday-01_merged_980030,1984788-SE2014-hsep1407-Sunday-01_merged_987754
a_277077,66-52,1,66 CCRI / URI,660011,SE2014-hsep1406-Saturday-01_merged_980017,1986967-SE2014-hsep1406-Saturday-01_merged_980302
a_276923,75-52,0,75 Pawtucket,750003,SE2014-hsep1401-Weekday-02_merged_980022,1991234-SE2014-hsep1401-Weekday-02_merged_981574
a_275087,60-52,1,60 Newport,600047,SE2014-hsep1406-Saturday-01_merged_980017,1983589-SE2014-hsep1406-Saturday-01_merged_985169
a_275062,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980017,1982900-SE2014-hsep1406-Saturday-01_merged_982469
b_275069,31-52,0,31 Providence,310001,SE2014-hsep1406-Saturday-01_merged_980027,1982826-SE2014-hsep1406-Saturday-01_merged_989009
a_275173,60-52,0,60 Newport,600064,SE2014-hsep1407-Sunday-01_merged_980020,1984869-SE2014-hsep1407-Sunday-01_merged_980576
a_275085,54-52,1,54 Lincoln,540048,SE2014-hsep1406-Saturday-01_merged_980017,1983541-SE2014-hsep1406-Saturday-01_merged_984536
b_275144,13-52,1,13 ARCTIC,130006,SE2014-hsep1407-Sunday-01_merged_980030,1984790-SE2014-hsep1407-Sunday-01_merged_987893
a_276963,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980022,1991930-SE2014-hsep1401-Weekday-02_merged_983870
a_276807,27-52,1,27 MANTON AVE,270013,SE2014-hsep1401-Weekday-02_merged_980022,1991757-SE2014-hsep1401-Weekday-02_merged_983572
b_275062,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980027,1982898-SE2014-hsep1406-Saturday-01_merged_990128
a_276849,3-52,1,3B WARWICK AV,30035,SE2014-hsep1401-Weekday-02_merged_980022,1989808-SE2014-hsep1401-Weekday-02_merged_982420
b_276856,55-52,0,55 Providence,550006,SE2014-hsep1401-Weekday-02_merged_980032,1989852-SE2014-hsep1401-Weekday-02_merged_988624
a_275480,67-52,1,67 BELLEVUE,670007,SE2014-hsem1406-Saturday-01_merged_980024,1986194-SE2014-hsem1406-Saturday-01_merged_981111
a_275712,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980020,1986799-SE2014-hsep1407-Sunday-01_merged_984938
a_275307,27-52,0,27 Providence,270011,SE2014-hsep1406-Saturday-01_merged_980017,1985833-SE2014-hsep1406-Saturday-01_merged_980157
b_275055,13-52,1,13 ARCTIC,130006,SE2014-hsep1406-Saturday-01_merged_980027,1982783-SE2014-hsep1406-Saturday-01_merged_988098
b_275711,66-52,0,66 Providence,660007,SE2014-hsep1406-Saturday-01_merged_980027,1986960-SE2014-hsep1406-Saturday-01_merged_986310
b_277024,1-52,1,1 Eddy St,10025,SE2014-hsep1401-Weekday-02_merged_980032,1992530-SE2014-hsep1401-Weekday-02_merged_988641
a_276821,14-52,1,14 West bay,140005,SE2014-hsep1401-Weekday-02_merged_980022,1989418-SE2014-hsep1401-Weekday-02_merged_981350
b_275156,11-52,0,R-LINE NORTH,110003,SE2014-hsep1407-Sunday-01_merged_980030,1984940-SE2014-hsep1407-Sunday-01_merged_987539
a_276865,21-52,0,21 Providence,210011,SE2014-hsep1401-Weekday-02_merged_980022,1990132-SE2014-hsep1401-Weekday-02_merged_982799
b_276947,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991574-SE2014-hsep1401-Weekday-02_merged_986508
a_275141,72-52,0,72 Providence,720017,SE2014-hsep1407-Sunday-01_merged_980020,1984732-SE2014-hsep1407-Sunday-01_merged_985489
a_276880,19-52,1,19 Plainfield,190048,SE2014-hsep1401-Weekday-02_merged_980022,1989350-SE2014-hsep1401-Weekday-02_merged_983588
b_276874,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980032,1990492-SE2014-hsep1401-Weekday-02_merged_991174
b_276948,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991587-SE2014-hsep1401-Weekday-02_merged_988497
b_276379,29-52,0,29 Kent Co.,290039,SE2014-hsep1406-Saturday-01_merged_980027,1982183-SE2014-hsep1406-Saturday-01_merged_986587
b_275684,50-52,0,50 Providence,500012,SE2014-hsep1407-Sunday-01_merged_980030,1986837-SE2014-hsep1407-Sunday-01_merged_991209
a_274780,63-52,0,63 GATEWAY,630021,SE2014-hsem1401-Weekday-01_merged_980019,1978681-SE2014-hsem1401-Weekday-01
b_276806,27-52,1,27 MANTON AVE,270013,SE2014-hsep1401-Weekday-02_merged_980032,1991801-SE2014-hsep1401-Weekday-02_merged_989047
b_275118,87-52,0,87 Downtown,870013,SE2014-hsep1407-Sunday-01_merged_980030,1984028-SE2014-hsep1407-Sunday-01_merged_987040
b_276941,98-52,1,98 PAWTUCKET A,980002,SE2014-hsep1401-Weekday-02_merged_980032,1991399-SE2014-hsep1401-Weekday-02_merged_990881
b_275162,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1985040-SE2014-hsep1407-Sunday-01_merged_990889
a_276965,50-52,1,50 Douglas Av,500014,SE2014-hsep1401-Weekday-02_merged_980022,1991896-SE2014-hsep1401-Weekday-02_merged_984141
a_276871,13-52,0,13 WARW. MALL,130005,SE2014-hsep1401-Weekday-02_merged_980022,1990120-SE2014-hsep1401-Weekday-02_merged_981667
a_275125,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980020,1984303-SE2014-hsep1407-Sunday-01_merged_985324
a_276857,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980022,1990056-SE2014-hsep1401-Weekday-02_merged_984836
a_276947,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980022,1991586-SE2014-hsep1401-Weekday-02_merged_985180
b_275146,57-52,1,57 SMITH ST,570009,SE2014-hsep1407-Sunday-01_merged_980030,1984547-SE2014-hsep1407-Sunday-01_merged_989609
a_275480,67-52,1,67 BELLEVUE,670008,SE2014-hsem1406-Saturday-01_merged_980024,1986208-SE2014-hsem1406-Saturday-01_merged_980844
b_276882,20-52,0,20 Providence,200003,SE2014-hsep1401-Weekday-02_merged_980032,1990871-SE2014-hsep1401-Weekday-02_merged_990261
b_275123,33-52,1,33 Riverside,330004,SE2014-hsep1407-Sunday-01_merged_980030,1984291-SE2014-hsep1407-Sunday-01_merged_987972
b_275076,22-52,0,22 Providence,220017,SE2014-hsep1406-Saturday-01_merged_980027,1983363-SE2014-hsep1406-Saturday-01_merged_989036
b_275051,55-52,0,55 Providence,550006,SE2014-hsep1406-Saturday-01_merged_980027,1982710-SE2014-hsep1406-Saturday-01_merged_989081
b_275120,73-52,1,73 MIN. SPRING,730008,SE2014-hsep1407-Sunday-01_merged_980030,1984086-SE2014-hsep1407-Sunday-01_merged_989059
b_276872,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980032,1990533-SE2014-hsep1401-Weekday-02_merged_988482
b_276949,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991600-SE2014-hsep1401-Weekday-02_merged_986975
b_278777,63-52,0,63 GATEWAY,630024,SE2014-hsem1401-Weekday-01_merged_980029,1996169-SE2014-hsem1401-Weekday-01
b_275063,21-52,1,Outbound,210020,SE2014-hsep1406-Saturday-01_merged_980027,1983100-SE2014-hsep1406-Saturday-01_merged_986905
b_276872,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980032,1990530-SE2014-hsep1401-Weekday-02_merged_989897
a_276862,56-52,1,56 Chalkstone,560008,SE2014-hsep1401-Weekday-02_merged_980022,1990211-SE2014-hsep1401-Weekday-02_merged_982416
b_275132,31-52,0,31 Providence,310001,SE2014-hsep1407-Sunday-01_merged_980030,1984504-SE2014-hsep1407-Sunday-01_merged_987833
b_276823,87-52,1,87 Downtown,870001,SE2014-hsep1401-Weekday-02_merged_980032,1989497-SE2014-hsep1401-Weekday-02_merged_988568
b_275476,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980029,1986138-SE2014-hsem1401-Weekday-01_merged_986952
a_275120,73-52,1,73 MIN. SPRING,730008,SE2014-hsep1407-Sunday-01_merged_980020,1984082-SE2014-hsep1407-Sunday-01_merged_981252
b_275133,31-52,1,31 Cranston St,310002,SE2014-hsep1407-Sunday-01_merged_980030,1984473-SE2014-hsep1407-Sunday-01_merged_988569
a_275029,87-52,0,87 Downtown,870013,SE2014-hsep1406-Saturday-01_merged_980017,1982378-SE2014-hsep1406-Saturday-01_merged_983913
b_276808,28-52,0,28 Providence,280002,SE2014-hsep1401-Weekday-02_merged_980032,1991857-SE2014-hsep1401-Weekday-02_merged_988582
a_274817,64-52,1,64 URI,640018,SE2014-hsem1406-Saturday-01_merged_980024,1979075-SE2014-hsem1406-Saturday-01_merged_981481
a_275150,71-52,0,71 pawtucket,710003,SE2014-hsep1407-Sunday-01_merged_980020,1984174-SE2014-hsep1407-Sunday-01_merged_984527
b_276889,20-52,1,20 ELMWOOD,200004,SE2014-hsep1401-Weekday-02_merged_980032,1990753-SE2014-hsep1401-Weekday-02_merged_988793
a_276865,56-52,1,56 Chalkstone,560008,SE2014-hsep1401-Weekday-02_merged_980022,1990199-SE2014-hsep1401-Weekday-02_merged_983212
a_276824,87-52,1,87 Downtown,870001,SE2014-hsep1401-Weekday-02_merged_980022,1989528-SE2014-hsep1401-Weekday-02_merged_980146
b_275068,92-52,0,92 East Side M,920029,SE2014-hsep1406-Saturday-01_merged_980027,1983142-SE2014-hsep1406-Saturday-01_merged_989112
a_275057,71-52,0,71 pawtucket,710001,SE2014-hsep1406-Saturday-01_merged_980017,1983005-SE2014-hsep1406-Saturday-01_merged_984941
a_275306,28-52,0,28 Providence,280002,SE2014-hsep1407-Sunday-01_merged_980020,1985805-SE2014-hsep1407-Sunday-01_merged_980347
b_276690,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980027,1983784-SE2014-hsep1406-Saturday-01_merged_990717
b_276957,32-52,0,32 Providence,320007,SE2014-hsep1401-Weekday-02_merged_980032,1990032-SE2014-hsep1401-Weekday-02_merged_988898
b_276869,80-52,0,80 Pawtucket,800006,SE2014-hsep1401-Weekday-02_merged_980032,1990317-SE2014-hsep1401-Weekday-02_merged_991007
a_276902,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980022,1991109-SE2014-hsep1401-Weekday-02_merged_985097
b_276880,17-52,1,17 Dyer,170012,SE2014-hsep1401-Weekday-02_merged_980032,1989370-SE2014-hsep1401-Weekday-02_merged_988833
b_275084,54-52,0,54 Lincoln,540046,SE2014-hsep1406-Saturday-01_merged_980027,1983566-SE2014-hsep1406-Saturday-01_merged_990173
b_276944,11-52,0,R-LINE NORTH,110003,SE2014-hsep1401-Weekday-02_merged_980032,1991524-SE2014-hsep1401-Weekday-02_merged_991117
b_276911,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980032,1990053-SE2014-hsep1401-Weekday-02_merged_986211
a_276870,80-52,1,80 Armistice,800002,SE2014-hsep1401-Weekday-02_merged_980022,1990373-SE2014-hsep1401-Weekday-02_merged_982390
b_275088,34-52,0,34 Providence,340004,SE2014-hsep1406-Saturday-01_merged_980027,1983630-SE2014-hsep1406-Saturday-01_merged_988283
a_276875,31-52,0,31 Providence,310001,SE2014-hsep1401-Weekday-02_merged_980022,1990479-SE2014-hsep1401-Weekday-02_merged_980875
b_276913,92-52,0,92 East Side M,920029,SE2014-hsep1401-Weekday-02_merged_980032,1989762-SE2014-hsep1401-Weekday-02_merged_988054
a_276687,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980017,1983757-SE2014-hsep1406-Saturday-01_merged_985667
a_276804,27-52,0,27 Providence,270011,SE2014-hsep1401-Weekday-02_merged_980022,1991712-SE2014-hsep1401-Weekday-02_merged_980803
b_276687,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980027,1983850-SE2014-hsep1406-Saturday-01_merged_986148
a_276912,40-52,0,40 Providence,400002,SE2014-hsep1401-Weekday-02_merged_980022,1990435-SE2014-hsep1401-Weekday-02_merged_983144
a_275133,31-52,0,31 Providence,310001,SE2014-hsep1407-Sunday-01_merged_980020,1984522-SE2014-hsep1407-Sunday-01_merged_983325
b_275128,56-52,1,56 Chalkstone,560008,SE2014-hsep1407-Sunday-01_merged_980030,1984384-SE2014-hsep1407-Sunday-01_merged_988330
a_275119,87-52,0,87 Downtown,870013,SE2014-hsep1407-Sunday-01_merged_980020,1984023-SE2014-hsep1407-Sunday-01_merged_983457
b_275052,33-52,0,33 Providence,330003,SE2014-hsep1406-Saturday-01_merged_980027,1982708-SE2014-hsep1406-Saturday-01_merged_991279
a_275080,57-52,1,57 SMITH ST,570009,SE2014-hsep1406-Saturday-01_merged_980017,1983454-SE2014-hsep1406-Saturday-01_merged_982931
a_276841,92-52,0,XXXXX,920029,SE2014-hsep1401-Weekday-02_merged_980022,1989749-SE2014-hsep1401-Weekday-02_merged_980944
b_275053,30-52,0,30 Providence,300014,SE2014-hsep1406-Saturday-01_merged_980027,1982763-SE2014-hsep1406-Saturday-01_merged_988719
a_276958,34-52,0,34 Providence,340004,SE2014-hsep1401-Weekday-02_merged_980022,1990005-SE2014-hsep1401-Weekday-02_merged_984864
b_278777,63-52,1,63 BROADWAY,630025,SE2014-hsem1401-Weekday-01_merged_980029,1996079-SE2014-hsem1401-Weekday-01
a_275069,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980017,1982890-SE2014-hsep1406-Saturday-01_merged_985498
a_277021,1-52,1,1 Eddy St,10025,SE2014-hsep1401-Weekday-02_merged_980022,1992535-SE2014-hsep1401-Weekday-02_merged_983458
b_275048,3-52,1,3B WARWICK AV,30035,SE2014-hsep1406-Saturday-01_merged_980027,1982601-SE2014-hsep1406-Saturday-01_merged_989624
b_276911,30-52,1,30 Oaklawn,300015,SE2014-hsep1401-Weekday-02_merged_980032,1990051-SE2014-hsep1401-Weekday-02_merged_990056
a_276711,1-52,1,1 Eddy St,10024,SE2014-hsep1406-Saturday-01_merged_980017,1988731-SE2014-hsep1406-Saturday-01_merged_983862
a_275077,20-52,0,20 Providence,200006,SE2014-hsep1406-Saturday-01_merged_980017,1983365-SE2014-hsep1406-Saturday-01_merged_985356
a_275155,35-52,0,35 Providence,350001,SE2014-hsep1407-Sunday-01_merged_980020,1984921-SE2014-hsep1407-Sunday-01_merged_982280
a_275476,67-52,0,67 GATEWAY,670011,SE2014-hsem1401-Weekday-01_merged_980019,1986126-SE2014-hsem1401-Weekday-01_merged_984490
b_276813,8-52,0,8 PROVIDENCE,80011,SE2014-hsep1401-Weekday-02_merged_980032,1989453-SE2014-hsep1401-Weekday-02_merged_986448
a_276899,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980022,1991091-SE2014-hsep1401-Weekday-02_merged_983236
b_275059,80-52,1,80 Armistice,800002,SE2014-hsep1406-Saturday-01_merged_980027,1982977-SE2014-hsep1406-Saturday-01_merged_990223
a_276899,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980022,1991118-SE2014-hsep1401-Weekday-02_merged_983760
b_275080,51-52,1,51 Charles,510011,SE2014-hsep1406-Saturday-01_merged_980027,1983507-SE2014-hsep1406-Saturday-01_merged_985697
b_275069,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980027,1983198-SE2014-hsep1406-Saturday-01_merged_989408
a_274827,63-52,1,XXXXX,630012,SE2014-hsem1407-Sunday-01_merged_980016,1979199-SE2014-hsem1407-Sunday-01_merged_980870
b_275133,31-52,1,31 Cranston St,310002,SE2014-hsep1407-Sunday-01_merged_980030,1984457-SE2014-hsep1407-Sunday-01_merged_988752
a_276958,40-52,1,40 THAYER WAYLAND,400003,SE2014-hsep1401-Weekday-02_merged_980022,1990437-SE2014-hsep1401-Weekday-02_merged_980851
b_276896,51-52,1,51 Charles,510011,SE2014-hsep1401-Weekday-02_merged_980032,1991011-SE2014-hsep1401-Weekday-02_merged_987955
a_276943,35-52,0,35 Providence,350001,SE2014-hsep1401-Weekday-02_merged_980022,1991437-SE2014-hsep1401-Weekday-02_merged_983661
b_275081,72-52,1,72 Pawtucket,720018,SE2014-hsep1406-Saturday-01_merged_980027,1983512-SE2014-hsep1406-Saturday-01_merged_989016
a_276874,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980022,1990567-SE2014-hsep1401-Weekday-02_merged_984603
b_276963,50-52,1,50 Douglas Av,500014,SE2014-hsep1401-Weekday-02_merged_980032,1991916-SE2014-hsep1401-Weekday-02_merged_987417
b_276886,20-52,1,20 ELMWOOD,200004,SE2014-hsep1401-Weekday-02_merged_980032,1990916-SE2014-hsep1401-Weekday-02_merged_985903
b_276808,27-52,1,27 MANTON AVE,270013,SE2014-hsep1401-Weekday-02_merged_980032,1991753-SE2014-hsep1401-Weekday-02_merged_988753
a_276856,33-52,1,33 Riverside,330004,SE2014-hsep1401-Weekday-02_merged_980022,1989894-SE2014-hsep1401-Weekday-02_merged_981804
a_274785,14-52,1,14 West Bay,140004,SE2014-hsem1401-Weekday-01_merged_980019,1978716-SE2014-hsem1401-Weekday-01_merged_983814
a_275040,14-52,1,14 West Bay,140035,SE2014-hsep1406-Saturday-01_merged_980017,1982364-SE2014-hsep1406-Saturday-01_merged_982623
b_276965,50-52,1,50 Douglas Av,500014,SE2014-hsep1401-Weekday-02_merged_980032,1991884-SE2014-hsep1401-Weekday-02_merged_989819
b_276805,27-52,0,27 Providence,270010,SE2014-hsep1401-Weekday-02_merged_980032,1991701-SE2014-hsep1401-Weekday-02_merged_986286
a_275054,30-52,0,30 Providence,300014,SE2014-hsep1406-Saturday-01_merged_980017,1982766-SE2014-hsep1406-Saturday-01_merged_980497
a_276855,55-52,1,55 FATIMA,550017,SE2014-hsep1401-Weekday-02_merged_980022,1989921-SE2014-hsep1401-Weekday-02_merged_982176
a_275130,92-52,0,XXXXX,920029,SE2014-hsep1407-Sunday-01_merged_980020,1984423-SE2014-hsep1407-Sunday-01_merged_981284
a_275307,28-52,0,28 Providence,280002,SE2014-hsep1406-Saturday-01_merged_980017,1985927-SE2014-hsep1406-Saturday-01_merged_983439
a_275681,50-52,0,50 Providence,500012,SE2014-hsep1406-Saturday-01_merged_980017,1986785-SE2014-hsep1406-Saturday-01_merged_983413
b_275712,52-52,0,52 Providence,520023,SE2014-hsep1407-Sunday-01_merged_980030,1986800-SE2014-hsep1407-Sunday-01_merged_989309
a_276910,21-52,1,21 Reservoir,210012,SE2014-hsep1401-Weekday-02_merged_980022,1990174-SE2014-hsep1401-Weekday-02_merged_981968
a_276910,21-52,1,21 Reservoir,210012,SE2014-hsep1401-Weekday-02_merged_980022,1990246-SE2014-hsep1401-Weekday-02_merged_984593
b_275712,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980030,1986801-SE2014-hsep1407-Sunday-01_merged_990258
b_275715,66-52,1,66 URI,660005,SE2014-hsep1407-Sunday-01_merged_980030,1987008-SE2014-hsep1407-Sunday-01_merged_988539
b_276850,3-52,1,3B WARWICK AV,30035,SE2014-hsep1401-Weekday-02_merged_980032,1989804-SE2014-hsep1401-Weekday-02_merged_988787
b_275088,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1406-Saturday-01_merged_980027,1983621-SE2014-hsep1406-Saturday-01_merged_986836
a_276875,31-52,1,31 Cranston St,310002,SE2014-hsep1401-Weekday-02_merged_980022,1990587-SE2014-hsep1401-Weekday-02_merged_982023
b_275061,56-52,0,56 Providence,560005,SE2014-hsep1406-Saturday-01_merged_980027,1982909-SE2014-hsep1406-Saturday-01_merged_988248
a_276902,72-52,0,72 Providence,720017,SE2014-hsep1401-Weekday-02_merged_980022,1991097-SE2014-hsep1401-Weekday-02_merged_980063
b_276871,13-52,0,13 WARW. MALL,130005,SE2014-hsep1401-Weekday-02_merged_980032,1990118-SE2014-hsep1401-Weekday-02_merged_989663
b_275684,50-52,1,50 Douglas Av,500014,SE2014-hsep1407-Sunday-01_merged_980030,1986820-SE2014-hsep1407-Sunday-01_merged_988246
a_275134,20-52,1,20 Elmwood,200005,SE2014-hsep1407-Sunday-01_merged_980020,1984610-SE2014-hsep1407-Sunday-01_merged_982449
b_275481,67-52,1,67 BELLEVUE,670008,SE2014-hsem1407-Sunday-01_merged_980026,1986298-SE2014-hsem1407-Sunday-01_merged_985856
b_276947,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1401-Weekday-02_merged_980032,1991598-SE2014-hsep1401-Weekday-02_merged_986264
a_276889,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1401-Weekday-02_merged_980022,1990822-SE2014-hsep1401-Weekday-02_merged_981823
b_275124,55-52,1,55 Shaws\PC,550018,SE2014-hsep1407-Sunday-01_merged_980030,1984302-SE2014-hsep1407-Sunday-01_merged_989243
a_276892,20-52,0,20 Providence,200006,SE2014-hsep1401-Weekday-02_merged_980022,1990855-SE2014-hsep1401-Weekday-02_merged_983938
a_276921,21-52,1,21 Reservoir,210012,SE2014-hsep1401-Weekday-02_merged_980022,1990176-SE2014-hsep1401-Weekday-02_merged_983016
a_275057,80-52,1,80 Armistice,800002,SE2014-hsep1406-Saturday-01_merged_980017,1982997-SE2014-hsep1406-Saturday-01_merged_983606
b_276890,20-52,1,20 Elmwood,200005,SE2014-hsep1401-Weekday-02_merged_980032,1990918-SE2014-hsep1401-Weekday-02_merged_989134
a_276686,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1406-Saturday-01_merged_980017,1983846-SE2014-hsep1406-Saturday-01_merged_981834
a_275088,34-52,1,98 PAWTUCKET,340010,SE2014-hsep1406-Saturday-01_merged_980017,1983621-SE2014-hsep1406-Saturday-01_merged_981184
b_275144,13-52,0,13 WARW. MALL,130005,SE2014-hsep1407-Sunday-01_merged_980030,1984785-SE2014-hsep1407-Sunday-01_merged_987806
a_275158,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980020,1985029-SE2014-hsep1407-Sunday-01_merged_984691
a_276863,21-52,1,21 Reservoir,210012,SE2014-hsep1401-Weekday-02_merged_980022,1990250-SE2014-hsep1401-Weekday-02_merged_981634
b_275162,11-52,1,R-LINE SOUTH,110004,SE2014-hsep1407-Sunday-01_merged_980030,1985051-SE2014-hsep1407-Sunday-01_merged_986535
a_275122,3-52,0,3 PROVIDENCE,30031,SE2014-hsep1407-Sunday-01_merged_980020,1984261-SE2014-hsep1407-Sunday-01_merged_982730
b_276902,72-52,1,72 Pawtucket,720018,SE2014-hsep1401-Weekday-02_merged_980032,1991084-SE2014-hsep1401-Weekday-02_merged_987128
b_276921,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980032,1990284-SE2014-hsep1401-Weekday-02_merged_986107
a_275025,6-52,0,6 Providence,60007,SE2014-hsep1406-Saturday-01_merged_980017,1982527-SE2014-hsep1406-Saturday-01_merged_981727
b_276900,72-52,1,72 Pawtucket,720018,SE2014-hsep1401-Weekday-02_merged_980032,1991119-SE2014-hsep1401-Weekday-02_merged_991264
b_275309,28-52,1,28 HARTFORD,280003,SE2014-hsep1406-Saturday-01_merged_980027,1985895-SE2014-hsep1406-Saturday-01_merged_990825
b_276886,22-52,0,22 Providence,220017,SE2014-hsep1401-Weekday-02_merged_980032,1990716-SE2014-hsep1401-Weekday-02_merged_986939
b_275057,80-52,0,80 Pawtucket,800006,SE2014-hsep1406-Saturday-01_merged_980027,1982930-SE2014-hsep1406-Saturday-01_merged_986617
b_274827,63-52,1,63 BROADWAY,630025,SE2014-hsem1407-Sunday-01_merged_980026,1979200-SE2014-hsem1407-Sunday-01_merged_988686
a_275069,31-52,1,31 Cranston St,310002,SE2014-hsep1406-Saturday-01_merged_980017,1982884-SE2014-hsep1406-Saturday-01_merged_984094
a_276865,56-52,0,56 Providence,560005,SE2014-hsep1401-Weekday-02_merged_980022,1990281-SE2014-hsep1401-Weekday-02_merged_985275
b_275022,75-52,1,75 DEXTER ST,750004,SE2014-hsep1406-Saturday-01_merged_980027,1982415-SE2014-hsep1406-Saturday-01_merged_988711
a_275118,87-52,1,87 Downtown,870001,SE2014-hsep1407-Sunday-01_merged_980020,1984040-SE2014-hsep1407-Sunday-01_merged_984093
a_275135,22-52,1,22 PONTIAC AV,220018,SE2014-hsep1407-Sunday-01_merged_980020,1984575-SE2014-hsep1407-Sunday-01_merged_982820
b_275077,20-52,0,20 Providence,200006,SE2014-hsep1406-Saturday-01_merged_980027,1983357-SE2014-hsep1406-Saturday-01_merged_989226
a_276825,87-52,0,87 Woonsocket,870015,SE2014-hsep1401-Weekday-02_merged_980022,1989542-SE2014-hsep1401-Weekday-02_merged_984350
b_274799,60-52,1,60 Newport,600066,SE2014-hsem1401-Weekday-01_merged_980029,1978823-SE2014-hsem1401-Weekday-01_merged_989241
b_276965,50-52,0,50 Providence,500012,SE2014-hsep1401-Weekday-02_merged_980032,1991925-SE2014-hsep1401-Weekday-02_merged_988146
b_275147,19-52,0,19 Providence,190047,SE2014-hsep1407-Sunday-01_merged_980030,1984837-SE2014-hsep1407-Sunday-01_merged_985791
a_276913,92-52,0,XXXXX,920029,SE2014-hsep1401-Weekday-02_merged_980022,1989757-SE2014-hsep1401-Weekday-02_merged_981585
b_275712,52-52,1,52 Bryant Univ,520026,SE2014-hsep1407-Sunday-01_merged_980030,1986803-SE2014-hsep1407-Sunday-01_merged_989420
a_276685,11-52,0,R-LINE NORTH,110003,SE2014-hsep1406-Saturday-01_merged_980017,1983770-SE2014-hsep1406-Saturday-01_merged_982286
a_276842,92-52,0,XXXXX,920029,SE2014-hsep1401-Weekday-02_merged_980022,1989745-SE2014-hsep1401-Weekday-02_merged_980178
