stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
12125,"""DYER OPP CHESTNUT HILL""",41.795912,-71.457567,2354889,19:00:00,19:00:00,1,0,18,http://www.ripta.com/18,Saturday
12120,"""DYER NS CHESTNUT HILL""",41.795706,-71.457319,2354889,19:01:00,19:01:00,2,0,18,http://www.ripta.com/18,Saturday
29215,"""CHESTNUT HILL AT 116 CHESTNUT HILL""",41.795858,-71.455072,2354889,19:01:00,19:01:00,3,0,18,http://www.ripta.com/18,Saturday
29220,"""LAUREL HILL FS CHESTNUT HILL""",41.795549,-71.45248,2354889,19:01:00,19:01:00,4,0,18,http://www.ripta.com/18,Saturday
59825,"""LAUREL HILL OPP CLIFF""",41.797181,-71.452351,2354889,19:02:00,19:02:00,5,0,18,http://www.ripta.com/18,Saturday
12560,"""LAUREL HILL FS ELWYN""",41.798532,-71.452277,2354889,19:02:00,19:02:00,6,0,18,http://www.ripta.com/18,Saturday
12735,"""LAUREL HILL NS ARGYLE""",41.800281,-71.452139,2354889,19:02:00,19:02:00,7,0,18,http://www.ripta.com/18,Saturday
12795,"""LAUREL HILL FS WALES""",41.801306,-71.452015,2354889,19:03:00,19:03:00,8,0,18,http://www.ripta.com/18,Saturday
12965,"""LAUREL HILL FS HEATHER""",41.80302,-71.451955,2354889,19:03:00,19:03:00,9,0,18,http://www.ripta.com/18,Saturday
13120,"""LAUREL HILL NS WAKEFIELD""",41.804054,-71.451888,2354889,19:03:00,19:03:00,10,0,18,http://www.ripta.com/18,Saturday
13360,"""LAUREL HILL NS UNION""",41.805877,-71.452174,2354889,19:04:00,19:04:00,11,0,18,http://www.ripta.com/18,Saturday
13365,"""UNION NS TERRACE""",41.806182,-71.450167,2354889,19:04:00,19:04:00,12,0,18,http://www.ripta.com/18,Saturday
13415,"""UNION NS WEBSTER""",41.806766,-71.447699,2354889,19:05:00,19:05:00,13,0,18,http://www.ripta.com/18,Saturday
13480,"""UNION OPP PRISCILLA""",41.807256,-71.445845,2354889,19:05:00,19:05:00,14,0,18,http://www.ripta.com/18,Saturday
13585,"""UNION OPP CUMERFORD""",41.808006,-71.442975,2354889,19:06:00,19:06:00,15,0,18,http://www.ripta.com/18,Saturday
13695,"""UNION FS LINWOOD""",41.808999,-71.439278,2354889,19:07:00,19:07:00,16,0,18,http://www.ripta.com/18,Saturday
13870,"""ELLERY NS ROSEDALE""",41.810338,-71.43821,2354889,19:08:00,19:08:00,17,0,18,http://www.ripta.com/18,Saturday
14025,"""CHAPIN NS MESSER""",41.811765,-71.435778,2354889,19:09:00,19:09:00,18,0,18,http://www.ripta.com/18,Saturday
14040,"""CHAPIN OPP SYCAMORE""",41.811829,-71.43448,2354889,19:09:00,19:09:00,19,0,18,http://www.ripta.com/18,Saturday
14060,"""CHAPIN NS PARADE""",41.811885,-71.431541,2354889,19:10:00,19:10:00,20,0,18,http://www.ripta.com/18,Saturday
14230,"""CRANSTON NS HARRISON""",41.812981,-71.428786,2354889,19:11:00,19:11:00,21,0,18,http://www.ripta.com/18,Saturday
14435,"""CRANSTON NS DODGE""",41.814466,-71.425921,2354889,19:12:00,19:12:00,22,0,18,http://www.ripta.com/18,Saturday
14475,"""CRANSTON NS WESTMINSTER""",41.817075,-71.422399,2354889,19:14:00,19:14:00,23,0,18,http://www.ripta.com/18,Saturday
14815,"""WESTMINSTER FS WINTER""",41.817334,-71.422182,2354889,19:14:00,19:14:00,24,0,18,http://www.ripta.com/18,Saturday
14950,"""WESTMINSTER OPP PROV SCHOOL DEPT""",41.817797,-71.421032,2354889,19:15:00,19:15:00,25,0,18,http://www.ripta.com/18,Saturday
15000,"""WESTMINSTER NS SVC RD 7""",41.818588,-71.419261,2354889,19:15:00,19:15:00,26,0,18,http://www.ripta.com/18,Saturday
59105,"""WESTMINSTER NS FRANKLIN""",41.819155,-71.417933,2354889,19:16:00,19:16:00,27,0,18,http://www.ripta.com/18,Saturday
15285,"""E FRANKLIN NS WASHINGTON""",41.819906,-71.418431,2354889,19:16:00,19:16:00,28,0,18,http://www.ripta.com/18,Saturday
15610,"""WASHINGTON NS GREENE""",41.821125,-71.417253,2354889,19:17:00,19:17:00,29,0,18,http://www.ripta.com/18,Saturday
