stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2395174,17:10:00,17:10:00,1,1,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2395174,17:11:00,17:11:00,2,1,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2395174,17:13:00,17:13:00,3,1,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2395174,17:15:00,17:15:00,4,1,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2395174,17:17:00,17:17:00,5,1,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2395174,17:33:00,17:33:00,6,1,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2395174,17:34:00,17:34:00,7,1,59,http://www.ripta.com/59,Weekday
24810,"""LINCOLN MALL BETWEEN MARSHALLS & 5 BELOW""",41.937541,-71.476323,2395174,17:35:00,17:35:00,8,1,59,http://www.ripta.com/59,Weekday
58945,"""LINCOLN MALL AT TARGET""",41.937684,-71.47835,2395174,17:35:00,17:35:00,9,1,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2395174,17:35:00,17:35:00,10,1,59,http://www.ripta.com/59,Weekday
30315,"""RT 146 AT 1148 EDDIE DOWLING HWAY""",41.959758,-71.493176,2395174,17:41:00,17:41:00,11,1,59,http://www.ripta.com/59,Weekday
25335,"""RT 146A NS PARK""",41.98277,-71.51482,2395174,17:45:00,17:45:00,12,1,59,http://www.ripta.com/59,Weekday
30460,"""RT 146A FS PARK AVE""",41.983509,-71.516838,2395174,17:45:00,17:45:00,13,1,59,http://www.ripta.com/59,Weekday
71025,"""GREAT RD AT 601 GREAT RD""",41.998782,-71.548727,2395174,17:50:00,17:50:00,14,1,59,http://www.ripta.com/59,Weekday
71015,"""MAIN ST  NS NORTH MAIN ST""",42.000581,-71.578839,2395174,17:53:00,17:53:00,15,1,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2395174,17:55:00,17:55:00,16,1,59,http://www.ripta.com/59,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2395175,16:45:00,16:45:00,1,1,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2395175,16:46:00,16:46:00,2,1,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2395175,16:48:00,16:48:00,3,1,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2395175,16:50:00,16:50:00,4,1,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2395175,16:52:00,16:52:00,5,1,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2395175,17:08:00,17:08:00,6,1,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2395175,17:09:00,17:09:00,7,1,59,http://www.ripta.com/59,Weekday
24810,"""LINCOLN MALL BETWEEN MARSHALLS & 5 BELOW""",41.937541,-71.476323,2395175,17:10:00,17:10:00,8,1,59,http://www.ripta.com/59,Weekday
58945,"""LINCOLN MALL AT TARGET""",41.937684,-71.47835,2395175,17:10:00,17:10:00,9,1,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2395175,17:10:00,17:10:00,10,1,59,http://www.ripta.com/59,Weekday
30315,"""RT 146 AT 1148 EDDIE DOWLING HWAY""",41.959758,-71.493176,2395175,17:16:00,17:16:00,11,1,59,http://www.ripta.com/59,Weekday
25335,"""RT 146A NS PARK""",41.98277,-71.51482,2395175,17:20:00,17:20:00,12,1,59,http://www.ripta.com/59,Weekday
30460,"""RT 146A FS PARK AVE""",41.983509,-71.516838,2395175,17:20:00,17:20:00,13,1,59,http://www.ripta.com/59,Weekday
71025,"""GREAT RD AT 601 GREAT RD""",41.998782,-71.548727,2395175,17:25:00,17:25:00,14,1,59,http://www.ripta.com/59,Weekday
71015,"""MAIN ST  NS NORTH MAIN ST""",42.000581,-71.578839,2395175,17:28:00,17:28:00,15,1,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2395175,17:30:00,17:30:00,16,1,59,http://www.ripta.com/59,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2395176,16:15:00,16:15:00,1,1,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2395176,16:16:00,16:16:00,2,1,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2395176,16:18:00,16:18:00,3,1,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2395176,16:20:00,16:20:00,4,1,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2395176,16:22:00,16:22:00,5,1,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2395176,16:38:00,16:38:00,6,1,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2395176,16:39:00,16:39:00,7,1,59,http://www.ripta.com/59,Weekday
24810,"""LINCOLN MALL BETWEEN MARSHALLS & 5 BELOW""",41.937541,-71.476323,2395176,16:40:00,16:40:00,8,1,59,http://www.ripta.com/59,Weekday
58945,"""LINCOLN MALL AT TARGET""",41.937684,-71.47835,2395176,16:40:00,16:40:00,9,1,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2395176,16:40:00,16:40:00,10,1,59,http://www.ripta.com/59,Weekday
30315,"""RT 146 AT 1148 EDDIE DOWLING HWAY""",41.959758,-71.493176,2395176,16:46:00,16:46:00,11,1,59,http://www.ripta.com/59,Weekday
25335,"""RT 146A NS PARK""",41.98277,-71.51482,2395176,16:50:00,16:50:00,12,1,59,http://www.ripta.com/59,Weekday
30460,"""RT 146A FS PARK AVE""",41.983509,-71.516838,2395176,16:50:00,16:50:00,13,1,59,http://www.ripta.com/59,Weekday
71025,"""GREAT RD AT 601 GREAT RD""",41.998782,-71.548727,2395176,16:55:00,16:55:00,14,1,59,http://www.ripta.com/59,Weekday
71015,"""MAIN ST  NS NORTH MAIN ST""",42.000581,-71.578839,2395176,16:58:00,16:58:00,15,1,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2395176,17:00:00,17:00:00,16,1,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2395177,07:00:00,07:00:00,1,0,59,http://www.ripta.com/59,Weekday
71010,"""NORTH MAIN NS MAIN ST""",42.000417,-71.579405,2395177,07:02:00,07:02:00,2,0,59,http://www.ripta.com/59,Weekday
72335,"""GREENE ST NS SCHOOL ST""",42.000829,-71.578416,2395177,07:02:00,07:02:00,3,0,59,http://www.ripta.com/59,Weekday
71020,"""GREAT RD AT 594 GREAT RD""",41.998782,-71.548918,2395177,07:07:00,07:07:00,4,0,59,http://www.ripta.com/59,Weekday
28610,"""RT 146A NS WHITE PKWAY""",41.984544,-71.519611,2395177,07:12:00,07:12:00,5,0,59,http://www.ripta.com/59,Weekday
25350,"""RT 146A NS PARK""",41.983247,-71.516304,2395177,07:12:00,07:12:00,6,0,59,http://www.ripta.com/59,Weekday
25340,"""RT 146A AT 63 EDDY DOWLING HWAY""",41.980802,-71.513978,2395177,07:12:00,07:12:00,7,0,59,http://www.ripta.com/59,Weekday
25320,"""RT 146A AT 435 146A""",41.972282,-71.509449,2395177,07:15:00,07:15:00,8,0,59,http://www.ripta.com/59,Weekday
25275,"""RT 146 FS SAYLES HILL""",41.960172,-71.49383,2395177,07:17:00,07:17:00,9,0,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2395177,07:21:00,07:21:00,10,0,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2395177,07:22:00,07:22:00,11,0,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2395177,07:23:00,07:23:00,12,0,59,http://www.ripta.com/59,Weekday
16775,"""MEMORIAL NS EXCHANGE ST""",41.826555,-71.41272,2395177,07:44:00,07:44:00,13,0,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2395177,07:44:00,07:44:00,14,0,59,http://www.ripta.com/59,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2395177,07:45:00,07:45:00,15,0,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2395177,07:46:00,07:46:00,16,0,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2395177,07:48:00,07:48:00,17,0,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2395177,07:50:00,07:50:00,18,0,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2395178,06:30:00,06:30:00,1,0,59,http://www.ripta.com/59,Weekday
71010,"""NORTH MAIN NS MAIN ST""",42.000417,-71.579405,2395178,06:32:00,06:32:00,2,0,59,http://www.ripta.com/59,Weekday
72335,"""GREENE ST NS SCHOOL ST""",42.000829,-71.578416,2395178,06:32:00,06:32:00,3,0,59,http://www.ripta.com/59,Weekday
71020,"""GREAT RD AT 594 GREAT RD""",41.998782,-71.548918,2395178,06:37:00,06:37:00,4,0,59,http://www.ripta.com/59,Weekday
28610,"""RT 146A NS WHITE PKWAY""",41.984544,-71.519611,2395178,06:42:00,06:42:00,5,0,59,http://www.ripta.com/59,Weekday
25350,"""RT 146A NS PARK""",41.983247,-71.516304,2395178,06:42:00,06:42:00,6,0,59,http://www.ripta.com/59,Weekday
25340,"""RT 146A AT 63 EDDY DOWLING HWAY""",41.980802,-71.513978,2395178,06:42:00,06:42:00,7,0,59,http://www.ripta.com/59,Weekday
25320,"""RT 146A AT 435 146A""",41.972282,-71.509449,2395178,06:44:00,06:44:00,8,0,59,http://www.ripta.com/59,Weekday
25275,"""RT 146 FS SAYLES HILL""",41.960172,-71.49383,2395178,06:46:00,06:46:00,9,0,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2395178,06:50:00,06:50:00,10,0,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2395178,06:51:00,06:51:00,11,0,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2395178,06:52:00,06:52:00,12,0,59,http://www.ripta.com/59,Weekday
16775,"""MEMORIAL NS EXCHANGE ST""",41.826555,-71.41272,2395178,07:13:00,07:13:00,13,0,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2395178,07:13:00,07:13:00,14,0,59,http://www.ripta.com/59,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2395178,07:14:00,07:14:00,15,0,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2395178,07:15:00,07:15:00,16,0,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2395178,07:17:00,07:17:00,17,0,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2395178,07:19:00,07:19:00,18,0,59,http://www.ripta.com/59,Weekday
71005,"""BRIGIDO MARKET PARK AND RIDE""",42.005421,-71.586487,2397238,07:30:00,07:30:00,1,0,59,http://www.ripta.com/59,Weekday
71010,"""NORTH MAIN NS MAIN ST""",42.000417,-71.579405,2397238,07:32:00,07:32:00,2,0,59,http://www.ripta.com/59,Weekday
72335,"""GREENE ST NS SCHOOL ST""",42.000829,-71.578416,2397238,07:32:00,07:32:00,3,0,59,http://www.ripta.com/59,Weekday
71020,"""GREAT RD AT 594 GREAT RD""",41.998782,-71.548918,2397238,07:37:00,07:37:00,4,0,59,http://www.ripta.com/59,Weekday
28610,"""RT 146A NS WHITE PKWAY""",41.984544,-71.519611,2397238,07:42:00,07:42:00,5,0,59,http://www.ripta.com/59,Weekday
25350,"""RT 146A NS PARK""",41.983247,-71.516304,2397238,07:42:00,07:42:00,6,0,59,http://www.ripta.com/59,Weekday
25340,"""RT 146A AT 63 EDDY DOWLING HWAY""",41.980802,-71.513978,2397238,07:42:00,07:42:00,7,0,59,http://www.ripta.com/59,Weekday
25320,"""RT 146A AT 435 146A""",41.972282,-71.509449,2397238,07:45:00,07:45:00,8,0,59,http://www.ripta.com/59,Weekday
25275,"""RT 146 FS SAYLES HILL""",41.960172,-71.49383,2397238,07:47:00,07:47:00,9,0,59,http://www.ripta.com/59,Weekday
56176,"""RT 116 NS WAKE ROBIN""",41.935131,-71.473729,2397238,07:51:00,07:51:00,10,0,59,http://www.ripta.com/59,Weekday
58940,"""LINCOLN MALL PARK & RIDE""",41.938687,-71.475118,2397238,07:52:00,07:52:00,11,0,59,http://www.ripta.com/59,Weekday
24745,"""RT 116 FS WAKE ROBIN""",41.934961,-71.473838,2397238,07:53:00,07:53:00,12,0,59,http://www.ripta.com/59,Weekday
16775,"""MEMORIAL NS EXCHANGE ST""",41.826555,-71.41272,2397238,08:14:00,08:14:00,13,0,59,http://www.ripta.com/59,Weekday
16720,"""KENNEDY PLAZA (STOP X)""",41.825999,-71.412244,2397238,08:14:00,08:14:00,14,0,59,http://www.ripta.com/59,Weekday
16035,"""SABIN MIDBLOCK RI CONVENTION CTR""",41.823682,-71.416802,2397238,08:15:00,08:15:00,15,0,59,http://www.ripta.com/59,Weekday
15575,"""EMPIRE OPP WESTMINSTER""",41.821,-71.415397,2397238,08:16:00,08:16:00,16,0,59,http://www.ripta.com/59,Weekday
15880,"""WEYBOSSET OPP EDDY""",41.822625,-71.41138,2397238,08:18:00,08:18:00,17,0,59,http://www.ripta.com/59,Weekday
16385,"""WEYBOSSET NS POST OFFICE CT""",41.824554,-71.409645,2397238,08:20:00,08:20:00,18,0,59,http://www.ripta.com/59,Weekday
