stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
71140,"""STOP&SHOP (ATWOOD AVENUE - CRANSTON)""",41.781562,-71.473986,2355288,21:47:00,21:47:00,1,0,17,http://www.ripta.com/17,Saturday
71120,"""PHENIX FS ATWOOD""",41.780978,-71.471772,2355288,21:48:00,21:48:00,2,0,17,http://www.ripta.com/17,Saturday
71125,"""PHENIX OPP GREEN""",41.781931,-71.467021,2355288,21:48:00,21:48:00,3,0,17,http://www.ripta.com/17,Saturday
71130,"""PARK FS CRANSTON""",41.78304,-71.463546,2355288,21:49:00,21:49:00,4,0,17,http://www.ripta.com/17,Saturday
71135,"""PARK FS PALMER""",41.783589,-71.459967,2355288,21:50:00,21:50:00,5,0,17,http://www.ripta.com/17,Saturday
11135,"""DYER FS PARK""",41.784509,-71.457036,2355288,21:50:00,21:50:00,6,0,17,http://www.ripta.com/17,Saturday
11290,"""DYER AT 870 DYER""",41.787501,-71.455994,2355288,21:51:00,21:51:00,7,0,17,http://www.ripta.com/17,Saturday
11375,"""DYER AT 830 DYER""",41.789009,-71.4567,2355288,21:51:00,21:51:00,8,0,17,http://www.ripta.com/17,Saturday
29190,"""DYER NS CRANSTON""",41.790191,-71.45707,2355288,21:52:00,21:52:00,9,0,17,http://www.ripta.com/17,Saturday
59815,"""DYER AT 738 DYER""",41.792126,-71.45738,2355288,21:52:00,21:52:00,10,0,17,http://www.ripta.com/17,Saturday
12120,"""DYER NS CHESTNUT HILL""",41.795706,-71.457319,2355288,21:53:00,21:53:00,11,0,17,http://www.ripta.com/17,Saturday
12395,"""DYER AT 562 DYER""",41.797626,-71.457671,2355288,21:54:00,21:54:00,12,0,17,http://www.ripta.com/17,Saturday
50495,"""DYER AT 546 DYER""",41.798494,-71.457766,2355288,21:54:00,21:54:00,13,0,17,http://www.ripta.com/17,Saturday
