stop_id,stop_name,stop_lat,stop_lon,trip_id,arrival_time,departure_time,stop_sequence,direction_id,route_id,route_url,serviceid
6335,"""CCRI (WARWICK CAMPUS)""",41.713418,-71.481354,2355147,06:47:00,06:47:00,1,0,21,http://www.ripta.com/21,Saturday
6900,"""RHODE ISLAND MALL""",41.7196,-71.482554,2355147,06:50:00,06:50:00,2,0,21,http://www.ripta.com/21,Saturday
6790,"""GREENWICH AVE NS ROME""",41.718284,-71.463652,2355147,06:54:00,06:54:00,3,0,21,http://www.ripta.com/21,Saturday
6960,"""GREENWICH AVE FS NAPLES""",41.719972,-71.464537,2355147,06:54:00,06:54:00,4,0,21,http://www.ripta.com/21,Saturday
7120,"""LAMBERT LIND FS SHALOM""",41.723331,-71.468532,2355147,06:55:00,06:55:00,5,0,21,http://www.ripta.com/21,Saturday
7230,"""LAMBERT LIND NS GREENWICH VILLAGE APTS""",41.725114,-71.471628,2355147,06:55:00,06:55:00,6,0,21,http://www.ripta.com/21,Saturday
7075,"""WARWICK MALL OPP THEATRES""",41.721933,-71.474838,2355147,06:57:00,06:57:00,7,0,21,http://www.ripta.com/21,Saturday
7410,"""LAMBERT LIND FS MESSER""",41.727932,-71.475982,2355147,07:00:00,07:00:00,8,0,21,http://www.ripta.com/21,Saturday
7440,"""LAMBERT LIND AT D'ANGELO'S""",41.73007,-71.476797,2355147,07:01:00,07:01:00,9,0,21,http://www.ripta.com/21,Saturday
7710,"""OAKLAWN FS BATEMAN""",41.732949,-71.477142,2355147,07:01:00,07:01:00,10,0,21,http://www.ripta.com/21,Saturday
7760,"""MAYFIELD FS OAKLAWN""",41.73401,-71.476916,2355147,07:02:00,07:02:00,11,0,21,http://www.ripta.com/21,Saturday
7825,"""MAYFIELD OPP LAURA""",41.734487,-71.470499,2355147,07:03:00,07:03:00,12,0,21,http://www.ripta.com/21,Saturday
7841,"""EAST OPP BLAIS""",41.735206,-71.468006,2355147,07:03:00,07:03:00,13,0,21,http://www.ripta.com/21,Saturday
7965,"""EAST AT ZENITH""",41.73677,-71.465851,2355147,07:04:00,07:04:00,14,0,21,http://www.ripta.com/21,Saturday
